Date,Open,High,Low,Close,Adj Close,Volume
2010-04-15,411.000000,417.450012,409.524994,410.850006,328.552155,4290952
2010-04-16,409.500000,414.000000,405.924988,407.549988,325.913269,3810958
2010-04-19,405.000000,412.500000,400.375000,405.975006,324.653748,6947704
2010-04-20,412.500000,416.325012,393.500000,394.750000,315.677094,12016986
2010-04-21,397.500000,399.500000,390.125000,392.500000,313.877991,7107490
2010-04-22,394.549988,396.825012,390.500000,392.975006,314.257721,4751116
2010-04-23,394.024994,396.000000,388.750000,390.100006,311.958557,4306068
2010-04-26,393.000000,395.500000,390.100006,392.549988,313.917938,2512548
2010-04-27,392.975006,394.950012,390.524994,393.649994,314.797516,2621234
2010-04-28,390.000000,391.975006,382.500000,385.149994,308.000244,2400382
2010-04-29,387.549988,387.625000,377.799988,379.875000,303.781921,4622964
2010-04-30,382.500000,386.399994,381.274994,382.700012,306.040955,3690224
2010-05-03,380.625000,385.700012,377.049988,383.399994,306.600677,2416560
2010-05-04,387.424988,387.424988,378.399994,380.500000,304.281708,2896028
2010-05-05,375.000000,384.000000,370.075012,382.875000,306.180878,4371230
2010-05-06,383.975006,385.450012,379.600006,383.549988,306.720642,2580872
2010-05-07,378.500000,381.299988,367.500000,370.700012,296.444733,4267152
2010-05-10,380.000000,421.500000,372.500000,385.125000,307.980133,2327814
2010-05-11,387.500000,389.500000,376.950012,378.149994,302.402344,1351288
2010-05-12,378.500000,383.975006,375.549988,379.725006,303.661865,2740076
2010-05-13,382.549988,386.600006,380.725006,382.799988,306.120789,1321452
2010-05-14,383.000000,388.500000,377.500000,381.924988,305.421234,2026996
2010-05-17,387.475006,387.475006,367.049988,372.875000,298.183960,3722050
2010-05-18,373.000000,373.000000,363.149994,367.549988,293.925659,3199180
2010-05-19,365.000000,366.500000,358.149994,360.750000,288.487732,3929266
2010-05-20,364.500000,366.149994,358.075012,365.000000,291.886414,2398092
2010-05-21,355.000000,362.950012,342.625000,359.350006,287.368164,2675092
2010-05-24,362.500000,365.000000,356.350006,358.799988,286.928314,2885428
2010-05-25,354.000000,357.000000,345.774994,349.774994,279.711182,2297366
2010-05-26,354.000000,372.399994,352.049988,369.000000,295.085114,3689464
2010-05-27,367.500000,374.975006,363.600006,370.924988,296.624664,6883872
2010-05-28,374.899994,376.750000,367.750000,375.399994,300.203064,2479374
2010-05-31,374.250000,376.450012,369.000000,371.524994,297.104431,3327660
2010-06-01,371.524994,375.975006,367.350006,369.600006,295.565002,3136912
2010-06-02,368.899994,379.750000,368.149994,377.125000,301.582642,2769330
2010-06-03,380.000000,384.500000,372.549988,382.725006,306.060822,1684434
2010-06-04,382.725006,384.850006,377.600006,382.674988,306.020966,1368210
2010-06-07,374.950012,378.899994,368.000000,376.625000,301.182831,1734922
2010-06-08,377.000000,381.000000,373.500000,375.100006,299.963257,2242222
2010-06-09,376.000000,379.274994,365.500000,366.524994,293.105927,4867400
2010-06-10,365.000000,376.500000,365.000000,375.250000,300.083221,1796036
2010-06-11,380.899994,381.649994,375.500000,379.549988,303.521881,3237024
2010-06-14,381.674988,393.549988,379.000000,390.500000,312.278503,3550492
2010-06-15,378.325012,388.850006,378.325012,383.049988,310.293884,2642976
2010-06-16,388.549988,389.975006,383.649994,387.399994,313.817657,2328816
2010-06-17,388.500000,392.399994,381.850006,387.649994,314.020172,1528920
2010-06-18,387.649994,394.450012,386.125000,391.600006,317.219818,2225672
2010-06-21,396.450012,397.000000,392.299988,393.850006,319.042450,1907428
2010-06-22,392.500000,393.250000,386.649994,389.325012,315.377045,1468324
2010-06-23,385.000000,394.475006,384.924988,393.149994,318.475342,2959524
2010-06-24,393.149994,394.250000,383.850006,386.725006,313.270844,3777510
2010-06-25,387.899994,387.899994,378.049988,379.250000,307.215668,2037322
2010-06-28,379.225006,383.575012,378.799988,382.375000,309.747131,1153124
2010-06-29,382.500000,382.500000,374.500000,376.899994,305.312042,2614662
2010-06-30,377.500000,379.950012,370.625000,375.500000,304.177979,3316516
2010-07-01,375.000000,375.000000,362.875000,366.000000,296.482208,3407744
2010-07-02,367.399994,373.000000,365.424988,371.899994,301.261627,2943550
2010-07-05,374.399994,374.450012,368.549988,369.500000,299.317505,2165596
2010-07-06,368.250000,380.950012,367.924988,379.575012,307.478912,2760904
2010-07-07,380.700012,383.700012,374.475006,382.299988,309.686279,2152934
2010-07-08,386.000000,389.500000,384.825012,388.399994,314.627594,2187564
2010-07-09,390.000000,392.000000,385.375000,387.225006,313.675903,1836666
2010-07-12,389.899994,397.000000,389.899994,395.850006,320.662659,2725776
2010-07-13,396.000000,396.000000,384.774994,387.325012,313.756927,5545886
2010-07-14,389.000000,392.350006,385.125000,387.325012,313.756927,2833842
2010-07-15,385.500000,392.450012,382.625000,391.049988,316.774414,3795536
2010-07-16,397.500000,419.250000,397.500000,416.825012,337.653687,19135452
2010-07-19,415.725006,417.350006,411.625000,413.350006,334.838837,3027924
2010-07-20,413.350006,417.274994,412.500000,413.625000,335.061554,2342062
2010-07-21,416.000000,422.399994,414.799988,421.500000,341.440765,2943720
2010-07-22,421.500000,423.000000,416.250000,421.850006,341.724152,1362882
2010-07-23,425.000000,425.000000,417.549988,419.649994,339.941986,1894472
2010-07-26,421.200012,425.799988,420.200012,424.625000,343.972168,2766490
2010-07-27,427.500000,429.899994,423.100006,424.575012,343.931641,2106602
2010-07-28,425.500000,428.975006,423.500000,427.225006,346.078247,4359228
2010-07-29,427.500000,427.500000,424.500000,425.000000,345.083618,5331904
2010-07-30,424.500000,425.000000,417.500000,419.899994,340.942596,1283426
2010-08-02,421.500000,424.225006,418.500000,419.149994,340.333649,2827762
2010-08-03,420.500000,422.250000,414.274994,416.024994,337.796234,1281552
2010-08-04,418.000000,436.000000,417.924988,434.399994,352.716064,5583934
2010-08-05,436.000000,441.200012,432.825012,438.924988,356.390076,2912950
2010-08-06,440.000000,441.750000,430.325012,432.350006,351.051514,2437734
2010-08-09,430.575012,441.850006,423.049988,439.924988,357.202271,4259986
2010-08-10,442.500000,442.500000,430.700012,432.250000,350.970398,1545194
2010-08-11,431.000000,436.500000,427.399994,429.075012,348.392334,4020248
2010-08-12,428.450012,428.450012,423.100006,426.725006,346.484192,2278092
2010-08-13,428.500000,431.450012,419.000000,427.200012,346.869995,2589906
2010-08-16,428.500000,431.274994,424.399994,427.049988,346.748199,1319098
2010-08-17,425.049988,430.500000,422.000000,425.100006,345.164856,1733196
2010-08-18,426.500000,437.899994,425.000000,435.549988,353.649750,2888916
2010-08-19,437.000000,440.450012,433.649994,436.024994,354.035400,2148534
2010-08-20,434.500000,439.950012,431.500000,434.475006,352.776917,1746396
2010-08-23,430.000000,437.725006,428.524994,435.200012,353.365601,1049830
2010-08-24,435.000000,440.950012,432.500000,435.350006,353.487274,2650474
2010-08-25,436.000000,440.750000,433.149994,435.600006,353.690369,2379968
2010-08-26,437.000000,439.500000,430.125000,438.250000,355.842133,4204428
2010-08-27,436.049988,436.500000,425.500000,428.024994,347.539825,1276514
2010-08-30,431.399994,431.399994,420.049988,422.825012,343.317719,1558570
2010-08-31,420.000000,423.850006,415.100006,421.875000,342.546326,2447874
2010-09-01,421.000000,430.500000,420.000000,429.200012,348.493896,2745484
2010-09-02,433.750000,433.750000,420.750000,422.049988,342.688293,2758800
2010-09-03,425.000000,425.750000,417.549988,418.649994,339.927643,2777970
2010-09-06,419.000000,428.750000,419.000000,427.674988,347.255615,2287978
2010-09-07,429.000000,437.450012,428.000000,435.674988,353.751251,2484236
2010-09-08,432.000000,441.450012,429.450012,439.524994,356.877319,4189478
2010-09-09,441.000000,441.250000,435.674988,437.350006,355.111298,2938158
2010-09-13,435.674988,444.500000,435.350006,439.875000,357.161560,2349410
2010-09-14,441.500000,449.500000,440.149994,447.674988,363.494873,3071038
2010-09-15,450.000000,459.700012,449.500000,457.399994,371.391144,5560394
2010-09-16,454.000000,456.725006,432.250000,447.700012,363.515137,2334264
2010-09-17,450.049988,459.375000,450.049988,456.899994,370.985260,3007978
2010-09-20,458.500000,460.950012,453.350006,456.125000,370.355957,2419108
2010-09-21,456.000000,479.000000,455.149994,476.975006,387.285309,4997184
2010-09-22,478.000000,480.000000,465.000000,467.625000,379.693481,4031066
2010-09-23,470.000000,472.649994,463.899994,465.674988,378.110077,3327236
2010-09-24,466.549988,468.950012,462.500000,465.975006,378.353699,2738784
2010-09-27,467.500000,470.725006,461.000000,463.799988,376.587677,3423290
2010-09-28,462.625000,465.149994,457.049988,459.825012,373.360168,2521714
2010-09-29,462.500000,468.625000,457.450012,460.174988,373.644379,3370194
2010-09-30,462.500000,465.000000,457.575012,463.475006,376.323883,7560924
2010-10-01,463.500000,483.000000,461.000000,480.799988,390.390991,3326156
2010-10-04,483.375000,487.500000,476.500000,477.899994,388.036285,2140956
2010-10-05,475.000000,482.975006,473.075012,475.125000,385.783173,2211664
2010-10-06,475.000000,483.950012,475.000000,479.825012,389.599457,1838960
2010-10-07,480.000000,483.000000,469.200012,474.399994,385.194580,1972940
2010-10-08,472.024994,477.350006,434.500000,471.299988,382.677460,2695996
2010-10-11,471.299988,476.975006,464.524994,470.450012,381.987305,3065370
2010-10-12,471.325012,477.899994,469.549988,475.350006,385.965881,2608902
2010-10-13,477.975006,498.850006,474.549988,496.424988,403.077942,5350604
2010-10-14,498.450012,502.000000,491.174988,493.024994,400.317322,2949086
2010-10-15,499.500000,505.500000,472.500000,475.149994,385.803497,5717798
2010-10-18,485.000000,492.000000,465.000000,490.625000,398.368591,4480734
2010-10-19,491.000000,493.700012,482.049988,483.875000,392.887848,2200912
2010-10-20,482.250000,490.250000,478.100006,481.625000,391.060944,2206638
2010-10-21,487.024994,496.924988,485.000000,493.100006,400.378235,3752354
2010-10-22,511.000000,524.700012,511.000000,520.099976,422.301239,9610404
2010-10-25,521.500000,536.474976,518.599976,533.474976,433.161133,5156316
2010-10-26,531.750000,533.875000,520.775024,531.299988,431.395172,3507024
2010-10-27,530.000000,533.400024,521.775024,524.099976,425.549042,2141382
2010-10-28,525.000000,533.775024,520.000000,526.450012,427.457153,5255690
2010-10-29,530.000000,530.000000,515.500000,526.450012,427.457153,2212398
2010-11-01,526.025024,533.200012,524.549988,526.700012,428.474030,1147948
2010-11-02,527.500000,530.000000,521.849976,524.724976,426.867340,1565778
2010-11-03,525.450012,539.500000,524.200012,526.400024,428.230042,2217878
2010-11-04,531.000000,539.299988,530.750000,534.575012,434.880341,1717440
2010-11-08,540.000000,541.200012,531.049988,534.075012,434.473694,2248586
2010-11-09,536.950012,549.349976,534.250000,545.549988,443.808594,3504086
2010-11-10,546.125000,554.000000,543.049988,546.150024,444.296783,1540224
2010-11-11,545.000000,545.000000,529.125000,532.375000,433.090820,1926096
2010-11-12,530.000000,534.950012,524.099976,527.950012,429.491028,1802330
2010-11-15,532.500000,539.924988,526.500000,533.000000,433.599121,1389396
2010-11-16,533.000000,533.200012,521.099976,524.450012,426.643677,2178076
2010-11-18,536.000000,536.000000,520.000000,521.400024,424.162537,2765160
2010-11-19,522.450012,524.500000,503.000000,507.700012,413.017365,2172652
2010-11-22,508.000000,521.500000,505.750000,519.549988,422.657410,2221236
2010-11-23,517.000000,522.500000,506.200012,515.025024,418.976440,1684448
2010-11-24,512.500000,517.250000,499.475006,502.375000,408.685547,3008608
2010-11-25,505.024994,520.950012,503.549988,510.899994,415.620575,5855006
2010-11-26,512.500000,527.000000,512.500000,523.625000,425.972565,3617826
2010-11-29,527.500000,539.250000,525.125000,535.650024,435.755005,4518892
2010-11-30,530.250000,543.025024,526.549988,538.000000,437.666656,4808408
2010-12-01,532.000000,546.599976,532.000000,540.950012,440.066620,3776032
2010-12-02,545.500000,549.599976,537.525024,547.900024,445.720306,4095716
2010-12-03,546.525024,556.500000,545.575012,548.674988,446.350830,2030112
2010-12-06,550.000000,555.000000,547.650024,550.849976,448.120178,1930954
2010-12-07,550.000000,550.000000,541.049988,543.750000,442.344391,2158324
2010-12-08,545.474976,546.474976,535.625000,539.575012,438.947968,1984132
2010-12-09,541.849976,548.650024,534.049988,536.299988,436.283630,2579902
2010-12-10,533.500000,541.924988,528.500000,537.450012,437.219269,2245624
2010-12-13,535.500000,540.349976,524.200012,538.049988,437.707245,2115066
2010-12-14,536.599976,544.799988,532.075012,540.474976,439.679962,2615340
2010-12-15,542.549988,554.200012,540.750000,551.825012,448.913269,2572034
2010-12-16,554.500000,572.000000,552.075012,570.349976,463.983765,4515704
2010-12-20,567.400024,588.500000,557.424988,583.349976,474.559082,4514046
2010-12-21,584.500000,586.125000,577.000000,580.400024,472.159332,2810642
2010-12-22,583.500000,584.500000,568.875000,574.875000,467.664612,3186836
2010-12-23,575.000000,579.775024,566.049988,570.000000,463.698975,2850924
2010-12-24,567.000000,574.400024,562.875000,570.549988,464.146332,1624640
2010-12-27,572.500000,579.724976,569.099976,570.599976,464.187012,1664936
2010-12-28,570.599976,575.450012,570.025024,573.174988,466.281769,1012876
2010-12-29,574.500000,581.000000,573.525024,578.474976,470.593353,1042370
2010-12-30,576.250000,587.400024,576.250000,585.099976,475.982727,3845552
2010-12-31,586.250000,590.000000,580.900024,582.825012,474.132172,1532980
2011-01-03,583.500000,588.474976,577.275024,579.025024,471.040802,1405042
2011-01-04,581.950012,583.075012,569.049988,572.375000,465.631012,2502868
2011-01-05,572.625000,582.950012,570.875000,579.474976,471.406769,3069674
2011-01-06,584.000000,591.000000,576.549988,585.849976,476.592957,2846720
2011-01-07,588.000000,593.424988,569.075012,571.325012,464.776764,2532724
2011-01-10,573.750000,574.500000,560.500000,565.450012,459.997406,3952426
2011-01-11,561.500000,567.775024,543.900024,549.250000,446.818542,3768730
2011-01-12,554.950012,575.799988,554.000000,567.974976,462.051544,3160874
2011-01-13,564.474976,577.974976,558.099976,562.125000,457.292633,5589198
2011-01-14,564.950012,575.000000,560.000000,560.075012,455.624908,3151692
2011-01-17,560.599976,573.275024,560.000000,568.700012,462.641174,3000212
2011-01-18,587.000000,604.450012,582.174988,601.275024,489.141113,8481370
2011-01-19,601.724976,604.500000,592.500000,596.500000,485.256683,2952040
2011-01-20,590.000000,609.375000,590.000000,606.099976,493.066406,4545208
2011-01-21,605.000000,610.000000,602.000000,605.825012,492.842865,2597404
2011-01-24,600.000000,610.000000,599.125000,604.599976,491.846161,2016678
2011-01-25,607.400024,609.650024,590.000000,594.275024,483.446686,2467094
2011-01-27,593.775024,604.974976,590.799988,599.700012,488.682281,4714118
2011-01-28,597.500000,601.799988,582.625000,590.674988,481.328094,3014578
2011-01-31,584.500000,584.500000,564.275024,579.750000,472.425568,5940816
2011-02-01,582.500000,582.500000,566.500000,575.075012,468.616028,4212708
2011-02-02,585.000000,599.450012,581.174988,591.224976,481.776154,3937618
2011-02-03,592.349976,597.849976,585.325012,591.849976,482.285431,1883412
2011-02-04,588.000000,591.549988,570.125000,574.400024,468.066010,3457600
2011-02-07,586.750000,586.750000,563.250000,565.575012,460.874695,2578382
2011-02-08,566.000000,574.950012,559.250000,562.549988,458.409760,5288638
2011-02-09,561.250000,564.799988,541.849976,549.150024,447.490326,6012732
2011-02-10,550.000000,557.250000,536.000000,545.375000,444.413971,4551822
2011-02-11,542.049988,552.099976,527.950012,544.799988,443.945526,2945056
2011-02-14,545.500000,560.000000,543.500000,556.150024,453.194427,2462548
2011-02-15,559.500000,559.500000,538.275024,548.849976,447.245667,3625426
2011-02-16,552.500000,554.849976,540.500000,548.250000,446.756927,2464592
2011-02-17,552.500000,557.224976,546.200012,554.599976,451.931152,1477760
2011-02-18,555.125000,566.200012,541.049988,544.849976,443.986267,4076928
2011-02-21,545.000000,574.000000,529.099976,569.299988,463.910034,5657800
2011-02-22,561.325012,573.849976,560.000000,569.375000,463.971222,3305400
2011-02-23,564.075012,572.474976,561.549988,562.775024,458.593018,1879344
2011-02-24,559.500000,569.375000,545.650024,555.900024,452.990723,5378830
2011-02-25,552.650024,558.500000,544.125000,555.025024,452.277771,3070474
2011-02-28,550.599976,574.125000,550.000000,555.125000,452.359039,3229396
2011-03-01,556.500000,566.000000,548.799988,562.250000,458.165131,3167804
2011-03-03,559.950012,577.500000,553.500000,575.099976,468.636322,3452600
2011-03-04,581.674988,581.674988,566.250000,567.775024,462.667328,2061198
2011-03-07,562.000000,562.500000,547.224976,554.125000,451.544098,4184588
2011-03-08,552.575012,564.400024,552.575012,558.849976,455.394531,3947902
2011-03-09,561.275024,569.000000,559.250000,563.349976,459.061523,2424486
2011-03-10,561.000000,561.000000,550.000000,554.275024,451.666382,1871324
2011-03-11,550.000000,551.200012,531.650024,538.525024,438.832153,5012882
2011-03-14,535.500000,551.000000,529.200012,548.775024,447.184692,3248618
2011-03-15,537.500000,547.724976,532.825012,544.900024,444.026794,3411868
2011-03-16,546.000000,561.724976,545.575012,557.424988,454.233246,2677874
2011-03-17,552.500000,559.450012,546.325012,549.000000,447.368011,2056102
2011-03-18,546.750000,554.500000,538.049988,541.375000,441.154510,2211348
2011-03-21,545.750000,545.750000,533.250000,535.400024,436.285675,2619090
2011-03-22,537.549988,540.000000,531.500000,534.750000,435.756012,2657774
2011-03-23,535.500000,535.500000,528.625000,532.174988,433.657623,4352248
2011-03-24,535.500000,547.775024,535.000000,546.700012,445.493835,3094834
2011-03-25,558.424988,564.250000,551.875000,559.825012,456.189087,4146434
2011-03-28,561.924988,563.349976,554.000000,559.950012,456.290955,2248642
2011-03-29,560.000000,575.950012,559.575012,569.349976,463.950928,3159588
2011-03-30,574.000000,582.000000,572.450012,575.974976,469.349274,2294770
2011-03-31,576.000000,599.000000,576.000000,591.950012,482.367188,7394126
2011-04-01,592.500000,599.375000,586.275024,590.075012,480.839111,1799624
2011-04-04,592.500000,608.000000,592.000000,606.599976,494.305054,2311616
2011-04-05,607.525024,621.974976,601.875000,619.924988,505.162994,2891014
2011-04-06,619.500000,623.474976,607.075012,610.924988,497.829346,2422352
2011-04-07,610.000000,610.000000,597.575012,599.599976,488.600769,2149016
2011-04-08,598.450012,607.000000,592.375000,598.000000,487.297058,1983768
2011-04-11,590.075012,597.500000,587.650024,589.200012,480.126190,2256232
2011-04-13,587.500000,610.700012,587.150024,605.049988,493.042145,3757530
2011-04-15,608.450012,609.950012,590.000000,595.700012,485.422882,7566770
2011-04-18,599.000000,606.250000,570.025024,572.299988,466.354767,7765454
2011-04-19,572.299988,584.700012,570.000000,582.349976,474.544189,3120224
2011-04-20,589.900024,612.000000,589.775024,609.349976,496.545837,5338548
2011-04-21,620.500000,622.900024,585.424988,596.049988,485.708130,17333968
2011-04-25,598.500000,602.000000,586.325012,598.924988,488.050751,4191552
2011-04-26,600.000000,601.000000,590.174988,594.500000,484.445007,3155246
2011-04-27,597.474976,597.474976,588.025024,590.299988,481.022491,1774478
2011-04-28,590.075012,591.750000,577.799988,579.325012,472.079285,2846194
2011-04-29,586.000000,586.000000,575.125000,582.825012,474.931335,1866696
2011-05-02,585.000000,588.750000,576.250000,579.224976,471.997742,1543070
2011-05-03,581.000000,581.000000,565.500000,569.224976,463.848785,2120156
2011-05-04,573.000000,573.000000,557.575012,568.525024,463.278473,2722934
2011-05-05,572.500000,572.500000,554.049988,557.500000,454.294464,1885596
2011-05-06,560.000000,576.750000,559.875000,574.474976,468.126984,2405348
2011-05-09,575.000000,575.974976,562.250000,567.775024,462.667328,1012232
2011-05-10,566.500000,579.974976,564.000000,569.950012,464.439667,1529158
2011-05-11,569.500000,575.849976,563.049988,570.125000,464.582245,1460670
2011-05-12,566.950012,566.950012,554.174988,555.875000,452.970276,2540458
2011-05-13,556.000000,571.150024,556.000000,563.549988,459.224457,2365488
2011-05-16,560.500000,573.700012,560.000000,565.549988,460.854248,2227368
2011-05-17,561.025024,574.599976,561.025024,570.849976,465.173065,1391414
2011-05-18,571.125000,580.750000,571.125000,577.525024,470.612305,2225180
2011-05-19,582.500000,585.000000,578.000000,582.424988,474.605469,2050922
2011-05-20,586.875000,591.700012,581.625000,587.500000,478.740784,2050600
2011-05-23,582.000000,585.250000,575.000000,583.275024,475.297821,2017284
2011-05-24,581.325012,586.400024,569.575012,574.950012,468.514069,1681994
2011-05-25,574.549988,574.950012,560.000000,564.299988,459.835663,1867470
2011-05-26,569.500000,571.500000,560.000000,567.875000,462.748688,2060218
2011-05-27,574.275024,574.950012,568.150024,572.275024,466.334290,1286704
2011-05-30,575.500000,579.974976,571.150024,575.974976,469.349274,1140868
2011-05-31,577.500000,588.849976,575.049988,578.575012,471.468140,2644154
2011-06-01,578.500000,588.500000,578.500000,587.700012,478.903748,982386
2011-06-02,579.450012,586.000000,578.325012,583.875000,475.786774,1697654
2011-06-03,583.000000,587.500000,575.000000,576.049988,469.410461,1367808
2011-06-06,570.000000,584.000000,570.000000,582.174988,474.401520,1357074
2011-06-07,581.500000,591.575012,579.000000,589.650024,480.492767,1837442
2011-06-08,585.950012,592.500000,581.750000,590.700012,484.636139,2127670
2011-06-09,587.500000,596.900024,587.500000,593.174988,486.666534,2693966
2011-06-10,593.275024,598.750000,592.549988,594.599976,487.835785,3774550
2011-06-13,594.599976,595.250000,586.275024,587.650024,482.133728,3229400
2011-06-14,589.000000,597.450012,589.000000,595.525024,488.594666,2125782
2011-06-15,593.000000,602.500000,590.625000,592.125000,485.805206,2812382
2011-06-16,591.500000,592.950012,574.125000,575.575012,472.226563,2337520
2011-06-17,577.500000,578.500000,552.000000,554.599976,455.017853,3788146
2011-06-20,557.500000,559.500000,529.000000,534.650024,438.650146,5310408
2011-06-21,537.500000,555.349976,531.599976,553.375000,454.013000,3425946
2011-06-22,558.000000,558.450012,540.000000,541.750000,444.475342,3570834
2011-06-23,540.900024,550.500000,535.049988,548.500000,450.013367,2428236
2011-06-24,550.000000,570.375000,549.500000,568.875000,466.729889,4151588
2011-06-27,561.000000,577.349976,561.000000,575.299988,472.001160,3125218
2011-06-28,580.000000,581.000000,567.825012,577.000000,473.395966,2133332
2011-06-29,577.349976,589.450012,577.349976,584.924988,479.898102,2958704
2011-06-30,584.900024,596.000000,583.500000,592.099976,485.784546,5172916
2011-07-01,599.000000,599.000000,589.849976,595.950012,488.943268,1920840
2011-07-04,596.500000,600.000000,590.000000,592.849976,486.399902,1603734
2011-07-05,594.900024,595.500000,586.700012,589.724976,483.836029,2061136
2011-07-06,589.125000,596.450012,585.849976,591.400024,485.210388,1490178
2011-07-07,591.549988,600.000000,591.549988,597.950012,490.584198,2602634
2011-07-08,598.000000,602.500000,584.625000,585.825012,480.636322,3412060
2011-07-11,585.000000,588.900024,573.299988,578.325012,474.483002,1822504
2011-07-12,567.849976,574.400024,556.049988,572.674988,469.847412,4079404
2011-07-13,575.000000,584.000000,565.500000,574.525024,471.365326,3952600
2011-07-14,575.000000,579.299988,559.549988,561.849976,460.966187,6937844
2011-07-15,584.000000,588.950012,570.549988,573.025024,470.134827,7279700
2011-07-18,574.000000,576.000000,561.150024,562.525024,461.520111,3125208
2011-07-19,560.799988,574.075012,560.125000,570.025024,467.673492,2195292
2011-07-20,575.000000,575.900024,562.500000,566.224976,464.555664,2807746
2011-07-21,566.000000,566.250000,560.025024,561.275024,460.494324,1850624
2011-07-22,563.375000,570.650024,563.250000,566.700012,464.945435,2090442
2011-07-25,567.500000,572.000000,561.575012,569.950012,467.611786,4740714
2011-07-26,569.900024,575.974976,563.625000,572.325012,469.560272,3968722
2011-07-27,574.474976,577.325012,569.075012,573.575012,470.585938,2024290
2011-07-28,570.000000,572.450012,560.150024,564.775024,464.580994,4093814
2011-07-29,566.500000,571.000000,560.825012,568.500000,467.645111,1719138
2011-08-01,571.200012,574.950012,562.549988,567.625000,466.925232,1982346
2011-08-02,565.250000,567.000000,561.125000,565.325012,465.033478,2025292
